review,rating,date,bank,source
good,5,2025-02-05,DashnBank,Google Play
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,DashnBank,Google Play
I have been using this app for two years.It is amazing.,5,2025-02-01,DashnBank,Google Play
Good 👍,5,2025-01-31,DashnBank,Google Play
Sad experience,1,2025-01-30,DashnBank,Google Play
Always do update and that is annoying,3,2025-01-27,DashnBank,Google Play
"Best app, somehow waiting a few minutes",5,2025-01-23,DashnBank,Google Play
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,DashnBank,Google Play
Whenever I try to sign in app close please fixed it out,2,2025-01-21,DashnBank,Google Play
Beter,5,2025-01-21,DashnBank,Google Play
Boa,4,2025-01-18,DashnBank,Google Play
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,DashnBank,Google Play
Aadan Axmed Barkhadle,5,2025-01-17,DashnBank,Google Play
😡😡😡🤬🤬🤬,1,2025-01-16,DashnBank,Google Play
Horrible customer service and app crashes Horrible!!,1,2025-01-15,DashnBank,Google Play
I love it,5,2025-01-14,DashnBank,Google Play
Best,5,2025-01-14,DashnBank,Google Play
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,DashnBank,Google Play
Good🙏,5,2025-01-12,DashnBank,Google Play
Like to much,5,2025-01-11,DashnBank,Google Play
Thank you,5,2025-01-10,DashnBank,Google Play
Perfect,5,2025-01-09,DashnBank,Google Play
The best of best,5,2025-01-09,DashnBank,Google Play
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,DashnBank,Google Play
Boa,5,2025-01-06,DashnBank,Google Play
Great 👍,5,2025-01-04,DashnBank,Google Play
Fast and suitable for the customers.,5,2025-01-04,DashnBank,Google Play
Good 👍,5,2025-01-03,DashnBank,Google Play
Good app and helpful,5,2025-01-03,DashnBank,Google Play
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,DashnBank,Google Play
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,DashnBank,Google Play
It doesn't work at all.,2,2025-01-02,DashnBank,Google Play
this app is not available,1,2025-01-02,DashnBank,Google Play
Best,5,2025-01-01,DashnBank,Google Play
Wow what amazing,5,2024-12-30,DashnBank,Google Play
love it,5,2024-12-30,DashnBank,Google Play
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,DashnBank,Google Play
Lemn embi yilal??,5,2024-12-30,DashnBank,Google Play
Good,5,2024-12-30,DashnBank,Google Play
It's useless app downgraded.,1,2024-12-29,DashnBank,Google Play
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,DashnBank,Google Play
Nice,5,2024-12-26,DashnBank,Google Play
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,DashnBank,Google Play
አይሰራም ሼም ነው፤,1,2024-12-23,DashnBank,Google Play
Not that much bad,3,2024-12-22,DashnBank,Google Play
Fine,5,2024-12-21,DashnBank,Google Play
The dirtiest application ever seen...,1,2024-12-20,DashnBank,Google Play
Nic ap,5,2024-12-19,DashnBank,Google Play
The forest app ever,1,2024-12-19,DashnBank,Google Play
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,DashnBank,Google Play
Bank of abissena,1,2024-12-17,DashnBank,Google Play
Good,3,2024-12-16,DashnBank,Google Play
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,DashnBank,Google Play
GOOD,5,2024-12-15,DashnBank,Google Play
The worst banking app ever. Never works!,1,2024-12-14,DashnBank,Google Play
Poorly functioning app,3,2024-12-13,DashnBank,Google Play
Very nice,5,2024-12-13,DashnBank,Google Play
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,DashnBank,Google Play
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,DashnBank,Google Play
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,DashnBank,Google Play
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,DashnBank,Google Play
Nice,5,2024-12-07,DashnBank,Google Play
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,DashnBank,Google Play
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,DashnBank,Google Play
My attention is very important because it will be the most difficult time for me,5,2024-11-30,DashnBank,Google Play
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,DashnBank,Google Play
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,DashnBank,Google Play
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,DashnBank,Google Play
exellent digital transaction of money,5,2024-11-27,DashnBank,Google Play
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,DashnBank,Google Play
Best,5,2024-11-25,DashnBank,Google Play
Great,5,2024-11-25,DashnBank,Google Play
👏👏👏,5,2024-11-24,DashnBank,Google Play
Money,5,2024-11-24,DashnBank,Google Play
It needs more improvment,2,2024-11-24,DashnBank,Google Play
Good app,5,2024-11-21,DashnBank,Google Play
ab,3,2024-11-20,DashnBank,Google Play
Ademtahir,5,2024-11-20,DashnBank,Google Play
✌️✌️,5,2024-11-20,DashnBank,Google Play
Please this app on my android phone,3,2024-11-20,DashnBank,Google Play
GOAT 🐐 🐐,5,2024-11-19,DashnBank,Google Play
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,DashnBank,Google Play
Fast and reliable,5,2024-11-18,DashnBank,Google Play
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,DashnBank,Google Play
Very good,5,2024-11-14,DashnBank,Google Play
One of the poorest mobile banking system,1,2024-11-13,DashnBank,Google Play
❤❤❤❤❤❤,5,2024-11-12,DashnBank,Google Play
Oene,5,2024-11-12,DashnBank,Google Play
i find it interesting specially in reciept downloading,1,2024-11-12,DashnBank,Google Play
it good,5,2024-11-12,DashnBank,Google Play
"This app crashes everytime, please fix it",1,2024-11-12,DashnBank,Google Play
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,DashnBank,Google Play
I need a support the app is not working,5,2024-11-12,DashnBank,Google Play
Bast bank of ethiopia,5,2024-11-12,DashnBank,Google Play
Good,5,2024-11-12,DashnBank,Google Play
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,DashnBank,Google Play
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,DashnBank,Google Play
The worst App i have never seen like this before,1,2024-11-12,DashnBank,Google Play
Wweeeer,4,2024-11-12,DashnBank,Google Play
Infinx,5,2024-11-12,DashnBank,Google Play
Great service,5,2024-11-12,DashnBank,Google Play
👍,5,2024-11-11,DashnBank,Google Play
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,DashnBank,Google Play
senayt Mesfin,4,2024-11-08,DashnBank,Google Play
Bad app vety bad.,1,2024-11-07,DashnBank,Google Play
Nice,5,2024-11-06,DashnBank,Google Play
Abessnya Banke,5,2024-11-05,DashnBank,Google Play
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,DashnBank,Google Play
Professional on banking app,5,2024-11-01,DashnBank,Google Play
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,DashnBank,Google Play
አይሰራም አስተካክሉት,5,2024-10-26,DashnBank,Google Play
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,DashnBank,Google Play
Good,4,2024-10-25,DashnBank,Google Play
Fast transfer,5,2024-10-24,DashnBank,Google Play
"What's up I can't log in, what's wrong",5,2024-10-22,DashnBank,Google Play
Amrumehamed,1,2024-10-21,DashnBank,Google Play
Good,5,2024-10-19,DashnBank,Google Play
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,DashnBank,Google Play
Very good,5,2024-10-18,DashnBank,Google Play
ደደገነሐ,5,2024-10-15,DashnBank,Google Play
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,DashnBank,Google Play
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,DashnBank,Google Play
Good App,4,2024-10-12,DashnBank,Google Play
Best app to me,5,2024-10-11,DashnBank,Google Play
BOA,5,2024-10-11,DashnBank,Google Play
Abdulkadir,5,2024-10-11,DashnBank,Google Play
Bad,1,2024-10-10,DashnBank,Google Play
If it is possible I would gove0 star,1,2024-10-08,DashnBank,Google Play
Nise mobile bankig,4,2024-10-05,DashnBank,Google Play
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,DashnBank,Google Play
Ok,5,2024-10-04,DashnBank,Google Play
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,DashnBank,Google Play
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,DashnBank,Google Play
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,DashnBank,Google Play
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,DashnBank,Google Play
Good,3,2024-10-03,DashnBank,Google Play
Worest app,1,2024-10-03,DashnBank,Google Play
The worest app ever,1,2024-10-03,DashnBank,Google Play
አሪፍ ነው በርቱልን,5,2024-10-03,DashnBank,Google Play
Wwwerrr,5,2024-10-02,DashnBank,Google Play
ጀማል ውቀቱ,5,2024-09-30,DashnBank,Google Play
Great For Financial company,5,2024-09-30,DashnBank,Google Play
Very easy to use,5,2024-09-30,DashnBank,Google Play
The App's crash always.. Error.....,3,2024-09-27,DashnBank,Google Play
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,DashnBank,Google Play
nice,5,2024-09-26,DashnBank,Google Play
Great UI and seamless UX. I love it!!,5,2024-09-25,DashnBank,Google Play
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,DashnBank,Google Play
It's easy used to operate program and secured 👍👍,4,2024-09-25,DashnBank,Google Play
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,DashnBank,Google Play
Amazing,5,2024-09-19,DashnBank,Google Play
Great app with great services,5,2024-09-19,DashnBank,Google Play
Yes active user,5,2024-09-17,DashnBank,Google Play
Shameful,1,2024-09-17,DashnBank,Google Play
The worest app ever made i would not recommende for no one,1,2024-09-16,DashnBank,Google Play
Good application,5,2024-09-16,DashnBank,Google Play
I like,5,2024-09-16,DashnBank,Google Play
Good,5,2024-09-16,DashnBank,Google Play
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,DashnBank,Google Play
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,DashnBank,Google Play
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,DashnBank,Google Play
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,DashnBank,Google Play
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,DashnBank,Google Play
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,DashnBank,Google Play
Bes and freindly app,5,2024-09-13,DashnBank,Google Play
It doesn't work.,1,2024-09-12,DashnBank,Google Play
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,DashnBank,Google Play
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,DashnBank,Google Play
Good,5,2024-09-10,DashnBank,Google Play
Smart technology,5,2024-09-10,DashnBank,Google Play
Yegema app tish🪨,1,2024-09-08,DashnBank,Google Play
Ok,5,2024-09-07,DashnBank,Google Play
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,DashnBank,Google Play
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,DashnBank,Google Play
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,DashnBank,Google Play
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,DashnBank,Google Play
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,DashnBank,Google Play
good,5,2024-09-05,DashnBank,Google Play
Fast one,3,2024-09-04,DashnBank,Google Play
Nice looking app but a terrible user experience.,1,2024-09-03,DashnBank,Google Play
The worest MB app ever!!🙄,1,2024-09-02,DashnBank,Google Play
Very good,5,2024-09-01,DashnBank,Google Play
It is ok,5,2024-09-01,DashnBank,Google Play
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,DashnBank,Google Play
Good,5,2024-08-30,DashnBank,Google Play
Apollo's,1,2024-08-29,DashnBank,Google Play
The worst experience ever,1,2024-08-29,DashnBank,Google Play
Hussenaliumar,5,2024-08-29,DashnBank,Google Play
Good,3,2024-08-28,DashnBank,Google Play
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,DashnBank,Google Play
It is not work for my device,5,2024-08-27,DashnBank,Google Play
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,DashnBank,Google Play
The worst app ever,1,2024-08-26,DashnBank,Google Play
Good,5,2024-08-26,DashnBank,Google Play
Betanya Gebre,3,2024-08-23,DashnBank,Google Play
I dont recommand it to any one,1,2024-08-23,DashnBank,Google Play
Good,5,2024-08-22,DashnBank,Google Play
Excellent app,5,2024-08-21,DashnBank,Google Play
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,DashnBank,Google Play
ትርሃስ,5,2024-08-19,DashnBank,Google Play
Gio,4,2024-08-19,DashnBank,Google Play
App isn't working,1,2024-08-18,DashnBank,Google Play
Best app,5,2024-08-18,DashnBank,Google Play
so far good but always it lugs,3,2024-08-17,DashnBank,Google Play
Don't trust this bank and its service.,1,2024-08-16,DashnBank,Google Play
"I can not open and use the application,please help me!",5,2024-08-15,DashnBank,Google Play
Horrible,1,2024-08-14,DashnBank,Google Play
Mostly not working 😑,1,2024-08-14,DashnBank,Google Play
Good,5,2024-08-13,DashnBank,Google Play
Awesome 👌,5,2024-08-12,DashnBank,Google Play
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,DashnBank,Google Play
Thank you,3,2024-08-12,DashnBank,Google Play
Very poor app b/c highly slow to open the app,1,2024-08-12,DashnBank,Google Play
Ok,5,2024-08-12,DashnBank,Google Play
best,1,2024-08-12,DashnBank,Google Play
Best app,5,2024-08-11,DashnBank,Google Play
Wedi Tekle .,5,2024-08-11,DashnBank,Google Play
Bad app📱👎👎👎,1,2024-08-11,DashnBank,Google Play
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,DashnBank,Google Play
Nice appp,5,2024-08-11,DashnBank,Google Play
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,DashnBank,Google Play
Gooood app my dear,5,2024-08-10,DashnBank,Google Play
Harun tamam galanaa,3,2024-08-09,DashnBank,Google Play
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,DashnBank,Google Play
Gamebela,1,2024-08-08,DashnBank,Google Play
so poor app to use can't start up when open the app,1,2024-08-08,DashnBank,Google Play
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,DashnBank,Google Play
Good job,5,2024-08-07,DashnBank,Google Play
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,DashnBank,Google Play
good,3,2024-08-07,DashnBank,Google Play
Good,5,2024-08-07,DashnBank,Google Play
Bad app .,1,2024-08-06,DashnBank,Google Play
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,DashnBank,Google Play
Review,5,2024-08-06,DashnBank,Google Play
Goood,4,2024-08-06,DashnBank,Google Play
Ok,5,2024-08-06,DashnBank,Google Play
👎👎👎👎👎👎👎👎👎,1,2024-08-06,DashnBank,Google Play
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,DashnBank,Google Play
The previous version is better it doesn't work,1,2024-08-04,DashnBank,Google Play
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,DashnBank,Google Play
ok,5,2024-08-03,DashnBank,Google Play
Nice,5,2024-08-03,DashnBank,Google Play
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,DashnBank,Google Play
Great,5,2024-08-03,DashnBank,Google Play
It's a useless app,1,2024-08-02,DashnBank,Google Play
