review,rating,date,bank,source,sentiment_score,sentiment_label,themes
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,CBE,Google Play,0.619,positive,Other
tinishu titiba,5,2025-08-29,CBE,Google Play,0.0,neutral,Other
"essy to use ,has great interface and user-friendly g",5,2025-08-29,CBE,Google Play,0.6249,positive,UI/UX
Yuuuuu,5,2025-08-29,CBE,Google Play,0.0,neutral,Other
I found it very much friendly,5,2025-08-29,CBE,Google Play,0.539,positive,Other
"Very useful app, while we use CBE.",5,2025-08-28,CBE,Google Play,0.4927,positive,Other
woooow,5,2025-08-28,CBE,Google Play,0.0,neutral,Other
Redmi,1,2025-08-28,CBE,Google Play,0.0,neutral,Other
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,CBE,Google Play,0.0,neutral,Other
kamil aweil,5,2025-08-28,CBE,Google Play,0.0,neutral,Other
In your next update can you come with night mode future,5,2025-08-27,CBE,Google Play,0.0,neutral,Other
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,CBE,Google Play,0.9834,positive,Customer Support
mayreba app you its better if you use other banks,1,2025-08-27,CBE,Google Play,0.4404,positive,Other
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,CBE,Google Play,0.0,neutral,Transactions
let us know before you shut down the app,4,2025-08-27,CBE,Google Play,0.0,neutral,Other
excited,5,2025-08-27,CBE,Google Play,0.34,positive,Other
amizing,5,2025-08-26,CBE,Google Play,0.0,neutral,Other
love it,5,2025-08-26,CBE,Google Play,0.6369,positive,Other
yes it is v good,5,2025-08-26,CBE,Google Play,0.6808,positive,Other
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,CBE,Google Play,0.7906,positive,Other
this app is smart.,5,2025-08-26,CBE,Google Play,0.4019,positive,Other
I am happy,5,2025-08-26,CBE,Google Play,0.5719,positive,Other
Still I have not face critical problems sometimes delay to open,4,2025-08-26,CBE,Google Play,0.2311,positive,Other
ጤና ከድረ,5,2025-08-25,CBE,Google Play,0.0,neutral,Other
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,Google Play,-0.34,negative,Performance
I have forgotten mobail banking password,5,2025-08-25,CBE,Google Play,-0.2263,negative,Security
Thank you,5,2025-08-25,CBE,Google Play,0.3612,positive,Other
muktaar Abraahim,5,2025-08-25,CBE,Google Play,0.0,neutral,Other
🤞Good One,5,2025-08-24,CBE,Google Play,0.0,neutral,Other
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,Google Play,0.0,neutral,Other
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,Google Play,-0.6249,negative,Other
i like it and aprshat.,4,2025-08-23,CBE,Google Play,0.3612,positive,Other
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,Google Play,0.6124,positive,Other
best app and easy to use,5,2025-08-23,CBE,Google Play,0.7964,positive,Other
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,Google Play,0.3919,positive,Transactions
